market,decision_utc,h,target_r,entry,stop,tp,stake,score,post_range_gate,mature,coverage,bars,expected_bars,result,gross_pct,net_pct,gross_r,net_r,mfe_pct,mae_pct,minutes_to_peak,exit_utc,ambiguous_stop_tp,gap_below_stop,captured_positive_upside,net_pnl_guide_eur,fee_plus_slippage_each_side
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,4,1.4,0.081842,0.074958,0.0914796,,7.769,False,True,1.0,47,47,TP,11.7759,10.9962,1.4,1.215,13.0227,-2.7199,231.85,2026-09-21T09:45:00+00:00,False,False,0.9043,0.0,0.0035
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,4,1.5,0.081842,0.074958,0.092168,,7.769,False,True,1.0,47,47,TP,12.617,11.8314,1.5,1.3073,13.0227,-2.7199,231.85,2026-09-21T09:45:00+00:00,False,False,0.9688,0.0,0.0035
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,4,1.6,0.081842,0.074958,0.0928564,,7.769,False,True,1.0,47,47,HORIZON_MARK,10.5313,9.7602,1.252,1.0785,13.0227,-2.7199,231.85,2026-09-21T09:50:00+00:00,False,False,0.8087,0.0,0.0035
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,4,2,0.081842,0.074958,0.09561,,7.769,False,True,1.0,47,47,HORIZON_MARK,10.5313,9.7602,1.252,1.0785,13.0227,-2.7199,231.85,2026-09-21T09:50:00+00:00,False,False,0.8087,0.0,0.0035
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,12,1.4,0.081842,0.074958,0.0914796,,7.769,False,True,1.0,143,143,TP,11.7759,10.9962,1.4,1.215,13.0227,-2.7199,231.85,2026-09-21T09:45:00+00:00,False,False,0.9043,0.0,0.0035
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,12,1.5,0.081842,0.074958,0.092168,,7.769,False,True,1.0,143,143,TP,12.617,11.8314,1.5,1.3073,13.0227,-2.7199,231.85,2026-09-21T09:45:00+00:00,False,False,0.9688,0.0,0.0035
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,12,1.6,0.081842,0.074958,0.0928564,,7.769,False,True,1.0,143,143,HORIZON_MARK,2.3142,1.6005,0.2751,0.1768,13.0227,-2.7199,231.85,2026-09-21T17:50:00+00:00,False,False,0.1777,0.0,0.0035
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,12,2,0.081842,0.074958,0.09561,,7.769,False,True,1.0,143,143,HORIZON_MARK,2.3142,1.6005,0.2751,0.1768,13.0227,-2.7199,231.85,2026-09-21T17:50:00+00:00,False,False,0.1777,0.0,0.0035
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,24,1.4,0.081842,0.074958,0.0914796,,7.769,False,True,1.0,287,287,TP,11.7759,10.9962,1.4,1.215,13.0227,-4.8508,231.85,2026-09-21T09:45:00+00:00,False,False,0.9043,0.0,0.0035
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,24,1.5,0.081842,0.074958,0.092168,,7.769,False,True,1.0,287,287,TP,12.617,11.8314,1.5,1.3073,13.0227,-4.8508,231.85,2026-09-21T09:45:00+00:00,False,False,0.9688,0.0,0.0035
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,24,1.6,0.081842,0.074958,0.0928564,,7.769,False,True,1.0,287,287,HORIZON_MARK,5.32,4.5853,0.6325,0.5067,13.0227,-4.8508,231.85,2026-09-22T05:50:00+00:00,False,False,0.4085,0.0,0.0035
ZAMA-EUR,2026-09-21T05:53:08.711854+00:00,24,2,0.081842,0.074958,0.09561,,7.769,False,True,1.0,287,287,HORIZON_MARK,5.32,4.5853,0.6325,0.5067,13.0227,-4.8508,231.85,2026-09-22T05:50:00+00:00,False,False,0.4085,0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,4,1.4,3.6903,3.5141,3.93698,,7.566,False,True,1.0,47,47,STOP,-4.7747,-5.4389,-1.0,-1.0,0.9322,-7.4438,0.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,4,1.5,3.6903,3.5141,3.9546,,7.566,False,True,1.0,47,47,STOP,-4.7747,-5.4389,-1.0,-1.0,0.9322,-7.4438,0.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,4,1.6,3.6903,3.5141,3.9722200000000005,,7.566,False,True,1.0,47,47,STOP,-4.7747,-5.4389,-1.0,-1.0,0.9322,-7.4438,0.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,4,2,3.6903,3.5141,4.0427,,7.566,False,True,1.0,47,47,STOP,-4.7747,-5.4389,-1.0,-1.0,0.9322,-7.4438,0.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,12,1.4,3.6903,3.5141,3.93698,,7.566,False,True,1.0,143,143,STOP,-4.7747,-5.4389,-1.0,-1.0,3.688,-7.4438,360.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,12,1.5,3.6903,3.5141,3.9546,,7.566,False,True,1.0,143,143,STOP,-4.7747,-5.4389,-1.0,-1.0,3.688,-7.4438,360.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,12,1.6,3.6903,3.5141,3.9722200000000005,,7.566,False,True,1.0,143,143,STOP,-4.7747,-5.4389,-1.0,-1.0,3.688,-7.4438,360.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,12,2,3.6903,3.5141,4.0427,,7.566,False,True,1.0,143,143,STOP,-4.7747,-5.4389,-1.0,-1.0,3.688,-7.4438,360.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,24,1.4,3.6903,3.5141,3.93698,,7.566,False,True,1.0,287,287,STOP,-4.7747,-5.4389,-1.0,-1.0,5.7665,-7.4438,1115.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,24,1.5,3.6903,3.5141,3.9546,,7.566,False,True,1.0,287,287,STOP,-4.7747,-5.4389,-1.0,-1.0,5.7665,-7.4438,1115.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,24,1.6,3.6903,3.5141,3.9722200000000005,,7.566,False,True,1.0,287,287,STOP,-4.7747,-5.4389,-1.0,-1.0,5.7665,-7.4438,1115.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
EGLD-EUR,2026-09-21T06:14:26.302649+00:00,24,2,3.6903,3.5141,4.0427,,7.566,False,True,1.0,287,287,STOP,-4.7747,-5.4389,-1.0,-1.0,5.7665,-7.4438,1115.56,2026-09-21T07:15:00+00:00,False,False,0.0,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,4,1.4,0.6695,0.6379,0.7137399999999999,,8.199,False,True,1.0,47,47,HORIZON_MARK,-0.0448,-0.7421,-0.0095,-0.1378,1.882,-1.7476,38.15,2026-09-21T10:40:00+00:00,False,False,0.0,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,4,1.5,0.6695,0.6379,0.7168999999999999,,8.199,False,True,1.0,47,47,HORIZON_MARK,-0.0448,-0.7421,-0.0095,-0.1378,1.882,-1.7476,38.15,2026-09-21T10:40:00+00:00,False,False,0.0,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,4,1.6,0.6695,0.6379,0.7200599999999999,,8.199,False,True,1.0,47,47,HORIZON_MARK,-0.0448,-0.7421,-0.0095,-0.1378,1.882,-1.7476,38.15,2026-09-21T10:40:00+00:00,False,False,0.0,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,4,2,0.6695,0.6379,0.7326,,8.199,False,True,1.0,47,47,HORIZON_MARK,-0.0448,-0.7421,-0.0095,-0.1378,1.882,-1.7476,38.15,2026-09-21T10:40:00+00:00,False,False,0.0,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,12,1.4,0.6695,0.6379,0.7137399999999999,,8.199,False,True,1.0,143,143,HORIZON_MARK,-1.7177,-2.4033,-0.3639,-0.4463,2.8678,-2.823,488.15,2026-09-21T18:40:00+00:00,False,False,0.0,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,12,1.5,0.6695,0.6379,0.7168999999999999,,8.199,False,True,1.0,143,143,HORIZON_MARK,-1.7177,-2.4033,-0.3639,-0.4463,2.8678,-2.823,488.15,2026-09-21T18:40:00+00:00,False,False,0.0,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,12,1.6,0.6695,0.6379,0.7200599999999999,,8.199,False,True,1.0,143,143,HORIZON_MARK,-1.7177,-2.4033,-0.3639,-0.4463,2.8678,-2.823,488.15,2026-09-21T18:40:00+00:00,False,False,0.0,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,12,2,0.6695,0.6379,0.7326,,8.199,False,True,1.0,143,143,HORIZON_MARK,-1.7177,-2.4033,-0.3639,-0.4463,2.8678,-2.823,488.15,2026-09-21T18:40:00+00:00,False,False,0.0,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,24,1.4,0.6695,0.6379,0.7137399999999999,,8.199,False,True,1.0,287,287,HORIZON_MARK,0.1643,-0.5344,0.0348,-0.0992,5.0635,-2.823,1013.15,2026-09-22T06:40:00+00:00,False,False,0.0324,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,24,1.5,0.6695,0.6379,0.7168999999999999,,8.199,False,True,1.0,287,287,HORIZON_MARK,0.1643,-0.5344,0.0348,-0.0992,5.0635,-2.823,1013.15,2026-09-22T06:40:00+00:00,False,False,0.0324,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,24,1.6,0.6695,0.6379,0.7200599999999999,,8.199,False,True,1.0,287,287,HORIZON_MARK,0.1643,-0.5344,0.0348,-0.0992,5.0635,-2.823,1013.15,2026-09-22T06:40:00+00:00,False,False,0.0324,-0.0,0.0035
APT-EUR,2026-09-21T06:41:51.299971+00:00,24,2,0.6695,0.6379,0.7326,,8.199,False,True,1.0,287,287,HORIZON_MARK,0.1643,-0.5344,0.0348,-0.0992,5.0635,-2.823,1013.15,2026-09-22T06:40:00+00:00,False,False,0.0324,-0.0,0.0035
PHA-EUR,2026-09-21T07:23:27.113631+00:00,4,1.4,0.036527,0.033484,0.040787199999999996,,7.686,False,True,1.0,47,47,TP,11.6632,10.8842,1.4,1.2134,58.1871,-2.8718,211.55,2026-09-21T09:20:00+00:00,False,False,0.2004,0.0,0.0035
PHA-EUR,2026-09-21T07:23:27.113631+00:00,4,1.5,0.036527,0.033484,0.04109149999999999,,7.686,False,True,1.0,47,47,TP,12.4962,11.7115,1.5,1.3056,58.1871,-2.8718,211.55,2026-09-21T09:20:00+00:00,False,False,0.2148,0.0,0.0035
PHA-EUR,2026-09-21T07:23:27.113631+00:00,4,1.6,0.036527,0.033484,0.041395799999999996,,7.686,False,True,1.0,47,47,TP,13.3293,12.5388,1.6,1.3978,58.1871,-2.8718,211.55,2026-09-21T09:20:00+00:00,False,False,0.2291,0.0,0.0035
PHA-EUR,2026-09-21T07:23:27.113631+00:00,4,2,0.036527,0.033484,0.042612,,7.686,False,True,1.0,47,47,TP,16.6589,15.8451,1.9997,1.7664,58.1871,-2.8718,211.55,2026-09-21T09:25:00+00:00,False,False,0.2863,0.0,0.0035
PHA-EUR,2026-09-21T07:23:27.113631+00:00,12,1.4,0.036527,0.033484,0.040787199999999996,,7.686,False,True,1.0,143,143,TP,11.6632,10.8842,1.4,1.2134,58.1871,-2.8718,211.55,2026-09-21T09:20:00+00:00,False,False,0.2004,0.0,0.0035
PHA-EUR,2026-09-21T07:23:27.113631+00:00,12,1.5,0.036527,0.033484,0.04109149999999999,,7.686,False,True,1.0,143,143,TP,12.4962,11.7115,1.5,1.3056,58.1871,-2.8718,211.55,2026-09-21T09:20:00+00:00,False,False,0.2148,0.0,0.0035
