market,decision_ts,cycle_id,decision_type,entry_eur,stop_eur,tp1_eur,stake_eur,signal_score,source_runtime_sha,plan_source,actual_mark_sent_ts,reason,signal_price_eur,signal_phase,episode_extension_pct,context,evaluations,tp2_eur,structural_range_15m_pct,stop_distance_pct
TAO-EUR,1790022006.238863,2026-09-21T20:18:50.979208+00:00,BUY_SENT,269.88,243.48,322.68,114.8557490028,8.816,,,,DELIVERED,272.18,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""MIXED"", ""market_return_1h_pct"": 7.2897, ""market_return_4h_pct"": 7.9321, ""relative_strength_1h_pp"": 7.0427, ""relative_strength_4h_pp"": 8.1869, ""breadth_positive_1h_pct"": 61.27, ""breadth_positive_4h_pct"": 36.85, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 0.8221, ""return_4h_pct"": 1.2336}, ""ETH-EUR"": {""return_1h_pct"": 0.4033, ""return_4h_pct"": 0.7666}, ""SOL-EUR"": {""return_1h_pct"": 0.7418, ""return_4h_pct"": 0.6515}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 4.1166, ""mae_pct"": -2.59, ""close_return_pct"": 1.471, ""bars_used"": 48, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""OPEN"", ""mfe_pct"": 5.0578, ""mae_pct"": -2.59, ""close_return_pct"": 1.0449, ""bars_used"": 144, ""method"": ""closed_5m_bars_after_decision_bar""}, ""24"": {""horizon_hours"": 24, ""result"": ""OPEN"", ""mfe_pct"": 5.5803, ""mae_pct"": -2.59, ""close_return_pct"": 1.0449, ""bars_used"": 288, ""method"": ""closed_5m_bars_after_decision_bar""}}",349.08,10.256315419610159,9.782125389061807
COTI-EUR,1790025687.090819,2026-09-21T21:20:11.815902+00:00,BUY_SENT,0.01346,0.012835,0.01471,225.2617559175046,7.121,,,,DELIVERED,0.013567,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""MIXED"", ""market_return_1h_pct"": -3.4118, ""market_return_4h_pct"": -9.8212, ""relative_strength_1h_pp"": -3.4118, ""relative_strength_4h_pp"": -9.7581, ""breadth_positive_1h_pct"": 49.3, ""breadth_positive_4h_pct"": 46.71, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": -0.2154, ""return_4h_pct"": 0.7056}, ""ETH-EUR"": {""return_1h_pct"": -0.1117, ""return_4h_pct"": 0.6784}, ""SOL-EUR"": {""return_1h_pct"": 0.1345, ""return_4h_pct"": 0.9747}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""STOP"", ""mfe_pct"": 0.6166, ""mae_pct"": -5.364, ""close_return_pct"": -0.4458, ""bars_used"": 46, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""STOP"", ""mfe_pct"": 1.6048, ""mae_pct"": -7.6746, ""close_return_pct"": -0.4458, ""bars_used"": 139, ""method"": ""closed_5m_bars_after_decision_bar""}, ""24"": {""horizon_hours"": 24, ""result"": ""STOP"", ""mfe_pct"": 4.5394, ""mae_pct"": -7.6746, ""close_return_pct"": -0.4458, ""bars_used"": 267, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.015335,13.13064551663363,4.643387815750375
ZETA-EUR,1790036820.794011,2026-09-22T00:25:42.177756+00:00,BUY_SENT,0.051019,0.046926,0.059205,138.0195119849,7.5,,,,DELIVERED,0.050995,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""BROAD_RISK_ON"", ""short_term_phase"": ""MIXED_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": -4.1249, ""market_return_4h_pct"": -5.7939, ""relative_strength_1h_pp"": -4.1249, ""relative_strength_4h_pp"": -6.5463, ""breadth_positive_1h_pct"": 42.49, ""breadth_positive_4h_pct"": 74.41, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": -0.2303, ""return_4h_pct"": -0.3582}, ""ETH-EUR"": {""return_1h_pct"": -0.3642, ""return_4h_pct"": 0.0575}, ""SOL-EUR"": {""return_1h_pct"": -0.7566, ""return_4h_pct"": 0.1451}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""TP1"", ""mfe_pct"": 16.6232, ""mae_pct"": -2.746, ""close_return_pct"": 0.0666, ""bars_used"": 42, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""STOP"", ""mfe_pct"": 16.6232, ""mae_pct"": -8.0872, ""close_return_pct"": 0.0666, ""bars_used"": 120, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.063298,11.280731162196691,8.02250142103922
EPIC-EUR,1790045818.278165,2026-09-22T02:55:41.264282+00:00,BUY_SENT,0.56687,0.51956,0.66148,133.0875878612078,8.334,,,,DELIVERED,0.56699,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""MIXED"", ""short_term_phase"": ""MIXED_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": 6.462, ""market_return_4h_pct"": 4.455, ""relative_strength_1h_pp"": 6.4581, ""relative_strength_4h_pp"": 3.9158, ""breadth_positive_1h_pct"": 50.23, ""breadth_positive_4h_pct"": 64.79, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 0.1057, ""return_4h_pct"": -0.7682}, ""ETH-EUR"": {""return_1h_pct"": -0.1089, ""return_4h_pct"": -1.1208}, ""SOL-EUR"": {""return_1h_pct"": 0.1559, ""return_4h_pct"": -1.1619}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 1.5541, ""mae_pct"": -3.6163, ""close_return_pct"": -0.2364, ""bars_used"": 44, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""STOP"", ""mfe_pct"": 4.8865, ""mae_pct"": -20.6061, ""close_return_pct"": -0.2364, ""bars_used"": 138, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.70879,7.295430393198736,8.345828849648061
NIL-EUR,1790058798.279374,2026-09-22T06:32:01.211739+00:00,BUY_SENT,0.064545,0.05919,0.075255,133.81656846877215,7.78,,,,DELIVERED,0.064392,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""BROAD_RISK_OFF"", ""short_term_phase"": ""EXPANSION_1H"", ""regime_phase"": ""RISK_OFF_REBOUND"", ""market_return_1h_pct"": 5.1916, ""market_return_4h_pct"": 6.9061, ""relative_strength_1h_pp"": 4.7866, ""relative_strength_4h_pp"": 7.2512, ""breadth_positive_1h_pct"": 65.49, ""breadth_positive_4h_pct"": 38.03, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 0.3031, ""return_4h_pct"": -0.3827}, ""ETH-EUR"": {""return_1h_pct"": 0.4405, ""return_4h_pct"": -0.4987}, ""SOL-EUR"": {""return_1h_pct"": 0.7769, ""return_4h_pct"": -0.8221}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 13.6525, ""mae_pct"": -0.5221, ""close_return_pct"": 0.3749, ""bars_used"": 47, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""TP1"", ""mfe_pct"": 18.6428, ""mae_pct"": -0.5221, ""close_return_pct"": 0.3749, ""bars_used"": 143, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.08061,7.889230769230769,8.296537299558455
CARV-EUR,1790058981.419479,2026-09-22T06:35:04.935877+00:00,BUY_SENT,0.040426,0.036778,0.047721,123.8094700561,7.98,,,,DELIVERED,0.040024,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""BROAD_RISK_OFF"", ""short_term_phase"": ""EXPANSION_1H"", ""regime_phase"": ""RISK_OFF_REBOUND"", ""market_return_1h_pct"": 1.3331, ""market_return_4h_pct"": 1.7507, ""relative_strength_1h_pp"": 0.9281, ""relative_strength_4h_pp"": 2.0958, ""breadth_positive_1h_pct"": 65.49, ""breadth_positive_4h_pct"": 38.03, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 0.3031, ""return_4h_pct"": -0.3827}, ""ETH-EUR"": {""return_1h_pct"": 0.4405, ""return_4h_pct"": -0.4987}, ""SOL-EUR"": {""return_1h_pct"": 0.7769, ""return_4h_pct"": -0.8221}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 3.52, ""mae_pct"": -2.6592, ""close_return_pct"": -1.9987, ""bars_used"": 48, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""OPEN"", ""mfe_pct"": 3.52, ""mae_pct"": -7.4061, ""close_return_pct"": -1.9987, ""bars_used"": 116, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.051369,8.34752102357735,9.023895512788796
FORM-EUR,1790062227.241703,2026-09-22T07:29:08.012717+00:00,BUY_SENT,0.27632,0.26476,0.29944,246.46158923202083,7.13,,,,DELIVERED,0.27588,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""MIXED"", ""short_term_phase"": ""MIXED_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": 1.6622, ""market_return_4h_pct"": -2.4279, ""relative_strength_1h_pp"": 1.6393, ""relative_strength_4h_pp"": -2.5393, ""breadth_positive_1h_pct"": 51.41, ""breadth_positive_4h_pct"": 53.99, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 0.1236, ""return_4h_pct"": -0.0295}, ""ETH-EUR"": {""return_1h_pct"": 0.1837, ""return_4h_pct"": 0.1395}, ""SOL-EUR"": {""return_1h_pct"": 0.1002, ""return_4h_pct"": 0.1445}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""STOP"", ""mfe_pct"": 6.3332, ""mae_pct"": -6.1125, ""close_return_pct"": -1.2956, ""bars_used"": 45, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""STOP"", ""mfe_pct"": 6.3332, ""mae_pct"": -6.1125, ""close_return_pct"": -1.2956, ""bars_used"": 118, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.311,6.366892160764029,4.183555298204985
S-EUR,1790063252.579901,2026-09-22T07:46:14.455360+00:00,BUY_SENT,0.037651,0.034774,0.043404,144.32640283653302,7.818,,,,DELIVERED,0.037617,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""BROAD_RISK_OFF"", ""short_term_phase"": ""PULLBACK_1H"", ""regime_phase"": ""RISK_OFF_CONTINUATION"", ""market_return_1h_pct"": 6.1842, ""market_return_4h_pct"": 7.6318, ""relative_strength_1h_pp"": 6.2621, ""relative_strength_4h_pp"": 7.9101, ""breadth_positive_1h_pct"": 34.51, ""breadth_positive_4h_pct"": 39.44, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": -0.2642, ""return_4h_pct"": -0.1544}, ""ETH-EUR"": {""return_1h_pct"": -0.2872, ""return_4h_pct"": -0.178}, ""SOL-EUR"": {""return_1h_pct"": -0.3626, ""return_4h_pct"": -0.2754}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 11.4366, ""mae_pct"": -2.9322, ""close_return_pct"": 1.899, ""bars_used"": 48, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""OPEN"", ""mfe_pct"": 11.4366, ""mae_pct"": -2.9322, ""close_return_pct"": 1.899, ""bars_used"": 132, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.046281,6.608000000000002,7.6412313085973755
KERNEL-EUR,1790063252.579901,2026-09-22T07:46:14.455360+00:00,BUY_SENT,0.05833,0.053527,0.067936,134.75022949686,8.5,,,,DELIVERED,0.05869,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""BROAD_RISK_OFF"", ""short_term_phase"": ""PULLBACK_1H"", ""regime_phase"": ""RISK_OFF_CONTINUATION"", ""market_return_1h_pct"": 7.2798, ""market_return_4h_pct"": 5.901, ""relative_strength_1h_pp"": 7.3577, ""relative_strength_4h_pp"": 6.1793, ""breadth_positive_1h_pct"": 34.51, ""breadth_positive_4h_pct"": 39.44, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": -0.2642, ""return_4h_pct"": -0.1544}, ""ETH-EUR"": {""return_1h_pct"": -0.2872, ""return_4h_pct"": -0.178}, ""SOL-EUR"": {""return_1h_pct"": -0.3626, ""return_4h_pct"": -0.2754}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 0.8058, ""mae_pct"": -5.9266, ""close_return_pct"": 0.444, ""bars_used"": 45, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""STOP"", ""mfe_pct"": 0.8058, ""mae_pct"": -14.4437, ""close_return_pct"": 0.444, ""bars_used"": 119, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.072739,11.335977946614669,8.234184810560606
USELESS-EUR,1790065406.846286,2026-09-22T08:22:07.658021+00:00,BUY_SENT,0.262362,0.239934,0.307217,130.17197148972,8.03,,,,DELIVERED,0.258725,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""MIXED"", ""short_term_phase"": ""MIXED_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": 4.707, ""market_return_4h_pct"": 14.0338, ""relative_strength_1h_pp"": 4.7038, ""relative_strength_4h_pp"": 14.2104, ""breadth_positive_1h_pct"": 50.0, ""breadth_positive_4h_pct"": 40.38, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 0.2375, ""return_4h_pct"": 0.1314}, ""ETH-EUR"": {""return_1h_pct"": 0.1665, ""return_4h_pct"": 0.0222}, ""SOL-EUR"": {""return_1h_pct"": -0.0363, ""return_4h_pct"": -0.1353}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 4.817, ""mae_pct"": -3.4921, ""close_return_pct"": -1.4899, ""bars_used"": 48, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""OPEN"", ""mfe_pct"": 16.5009, ""mae_pct"": -3.4921, ""close_return_pct"": -1.4899, ""bars_used"": 144, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.329645,8.21519030864267,8.548494065451543
AVA-EUR,1790066551.691388,2026-09-22T08:41:15.234331+00:00,BUY_SENT,0.24,0.22083,0.27834,138.57543014159998,8.884,,,,DELIVERED,0.23817,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""BROAD_RISK_OFF"", ""short_term_phase"": ""MIXED_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": 4.8624, ""market_return_4h_pct"": 5.7757, ""relative_strength_1h_pp"": 4.8624, ""relative_strength_4h_pp"": 6.1651, ""breadth_positive_1h_pct"": 45.54, ""breadth_positive_4h_pct"": 35.92, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 0.3507, ""return_4h_pct"": 0.1945}, ""ETH-EUR"": {""return_1h_pct"": 0.1686, ""return_4h_pct"": -0.0805}, ""SOL-EUR"": {""return_1h_pct"": -0.1202, ""return_4h_pct"": -0.3968}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 0.2583, ""mae_pct"": -6.9875, ""close_return_pct"": -1.8417, ""bars_used"": 40, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""OPEN"", ""mfe_pct"": 0.7792, ""mae_pct"": -6.9875, ""close_return_pct"": -1.8417, ""bars_used"": 106, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.2975,6.266530159542705,7.987499999999997
WIF-EUR,1790067489.75191,2026-09-22T08:56:45.031806+00:00,BUY_SENT,0.22472,0.20827,0.25761,150.10131927928,7.453,,,,DELIVERED,0.22523,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""MIXED"", ""short_term_phase"": ""EXPANSION_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": 1.2251, ""market_return_4h_pct"": 0.965, ""relative_strength_1h_pp"": 0.7437, ""relative_strength_4h_pp"": 0.7892, ""breadth_positive_1h_pct"": 69.48, ""breadth_positive_4h_pct"": 55.4, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 1.1429, ""return_4h_pct"": 0.9677}, ""ETH-EUR"": {""return_1h_pct"": 0.8283, ""return_4h_pct"": 0.8236}, ""SOL-EUR"": {""return_1h_pct"": 0.9389, ""return_4h_pct"": 0.8166}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 6.7996, ""mae_pct"": -3.2529, ""close_return_pct"": -0.7743, ""bars_used"": 47, ""method"": ""closed_5m_bars_after_decision_bar""}, ""12"": {""horizon_hours"": 12, ""result"": ""OPEN"", ""mfe_pct"": 8.5796, ""mae_pct"": -3.9694, ""close_return_pct"": -0.7743, ""bars_used"": 139, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.27407,6.962618909383231,7.32022071911712
LAPTOP-EUR,1790076006.964864,2026-09-22T11:18:46.590975+00:00,BUY_SENT,0.0697,0.06562,0.07786,183.6780402,7.226,,,,DELIVERED,0.06994,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""MIXED"", ""short_term_phase"": ""PULLBACK_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": 5.1087, ""market_return_4h_pct"": 2.8714, ""relative_strength_1h_pp"": 5.7433, ""relative_strength_4h_pp"": 3.967, ""breadth_positive_1h_pct"": 18.31, ""breadth_positive_4h_pct"": 26.53, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": -0.052, ""return_4h_pct"": 0.636}, ""ETH-EUR"": {""return_1h_pct"": -0.152, ""return_4h_pct"": 0.3008}, ""SOL-EUR"": {""return_1h_pct"": -0.0989, ""return_4h_pct"": 0.1227}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""STOP"", ""mfe_pct"": 0.5739, ""mae_pct"": -9.5696, ""close_return_pct"": -0.8321, ""bars_used"": 48, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.08194,10.470767948895993,5.853658536585367
FLOCK-EUR,1790077925.893172,2026-09-22T11:50:46.654542+00:00,BUY_SENT,0.074141,0.068291,0.08584,140.14181568611,7.941,,,,DELIVERED,0.0738,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""MIXED"", ""short_term_phase"": ""MIXED_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": 2.9562, ""market_return_4h_pct"": 10.7433, ""relative_strength_1h_pp"": 2.9562, ""relative_strength_4h_pp"": 11.3382, ""breadth_positive_1h_pct"": 45.07, ""breadth_positive_4h_pct"": 31.46, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 0.338, ""return_4h_pct"": 0.9842}, ""ETH-EUR"": {""return_1h_pct"": 0.2034, ""return_4h_pct"": 0.687}, ""SOL-EUR"": {""return_1h_pct"": 0.6444, ""return_4h_pct"": 1.0504}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 14.6761, ""mae_pct"": -6.9327, ""close_return_pct"": -0.9657, ""bars_used"": 45, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.09169,11.769637825578998,7.890371049756537
UNI-EUR,1790081618.535005,2026-09-22T12:52:20.572457+00:00,BUY_SENT,8.3723,7.5354,10.046,112.55903481742298,8.839,,,,DELIVERED,8.3921,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""BROAD_RISK_OFF"", ""short_term_phase"": ""MIXED_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": 5.8423, ""market_return_4h_pct"": 2.2282, ""relative_strength_1h_pp"": 5.5446, ""relative_strength_4h_pp"": 3.0129, ""breadth_positive_1h_pct"": 62.91, ""breadth_positive_4h_pct"": 23.0, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": -0.1198, ""return_4h_pct"": -0.2765}, ""ETH-EUR"": {""return_1h_pct"": 0.1637, ""return_4h_pct"": 0.0234}, ""SOL-EUR"": {""return_1h_pct"": -0.1396, ""return_4h_pct"": -0.0293}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 1.2864, ""mae_pct"": -8.1937, ""close_return_pct"": -0.2616, ""bars_used"": 48, ""method"": ""closed_5m_bars_after_decision_bar""}}",10.8829,6.051089816791617,9.996058430777675
GOAT-EUR,1790083139.284728,2026-09-22T13:17:40.262730+00:00,BUY_SENT,0.017404,0.016185,0.019841,156.257680619616,10.0,,,,DELIVERED,0.017586,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""MIXED"", ""short_term_phase"": ""EXPANSION_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": 9.0424, ""market_return_4h_pct"": 8.7753, ""relative_strength_1h_pp"": 7.8816, ""relative_strength_4h_pp"": 8.5226, ""breadth_positive_1h_pct"": 81.92, ""breadth_positive_4h_pct"": 58.45, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 0.1801, ""return_4h_pct"": 0.092}, ""ETH-EUR"": {""return_1h_pct"": 0.6018, ""return_4h_pct"": 0.5702}, ""SOL-EUR"": {""return_1h_pct"": 0.4531, ""return_4h_pct"": 0.4964}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 3.482, ""mae_pct"": -3.8382, ""close_return_pct"": 0.0, ""bars_used"": 31, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.02106,8.489556944209887,7.004136980004584
PYTH-EUR,1790087069.779812,2026-09-22T14:23:12.162626+00:00,BUY_SENT,0.057831,0.053697,0.066098,153.386079020139,8.5,,,,DELIVERED,0.057572,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""BROAD_RISK_ON"", ""short_term_phase"": ""MIXED_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": 7.2594, ""market_return_4h_pct"": 8.7894, ""relative_strength_1h_pp"": 7.2844, ""relative_strength_4h_pp"": 8.202, ""breadth_positive_1h_pct"": 41.78, ""breadth_positive_4h_pct"": 66.43, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 0.3995, ""return_4h_pct"": 0.4798}, ""ETH-EUR"": {""return_1h_pct"": -0.0324, ""return_4h_pct"": 0.4276}, ""SOL-EUR"": {""return_1h_pct"": 0.2212, ""return_4h_pct"": 0.7552}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 2.4364, ""mae_pct"": -1.9522, ""close_return_pct"": 0.8421, ""bars_used"": 42, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.070232,17.368837420679675,7.1484152098355525
NOS-EUR,1790091472.481877,2026-09-22T15:36:29.820079+00:00,BUY_SENT,0.34684,0.31427,0.41197,119.3123988336904,7.105,,,,DELIVERED,0.34859,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""BROAD_RISK_ON"", ""short_term_phase"": ""MIXED_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": -0.422, ""market_return_4h_pct"": 7.2262, ""relative_strength_1h_pp"": -0.422, ""relative_strength_4h_pp"": 6.364, ""breadth_positive_1h_pct"": 47.18, ""breadth_positive_4h_pct"": 73.24, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": 0.4877, ""return_4h_pct"": 0.6083}, ""ETH-EUR"": {""return_1h_pct"": 0.2052, ""return_4h_pct"": 0.3515}, ""SOL-EUR"": {""return_1h_pct"": 0.2825, ""return_4h_pct"": 0.6544}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 3.1657, ""mae_pct"": -8.3295, ""close_return_pct"": -1.8308, ""bars_used"": 31, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.44454,10.668879471297743,9.390497059162724
SAGA-EUR,1790094615.142903,2026-09-22T16:28:52.211701+00:00,BUY_SENT,0.034395,0.03135,0.040485,126.0233442718728,9.0,,,,DELIVERED,0.034513,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""BROAD_RISK_ON"", ""short_term_phase"": ""MIXED_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": -0.6864, ""market_return_4h_pct"": -3.8803, ""relative_strength_1h_pp"": -1.0623, ""relative_strength_4h_pp"": -5.0154, ""breadth_positive_1h_pct"": 63.62, ""breadth_positive_4h_pct"": 74.18, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": -0.0769, ""return_4h_pct"": 0.5763}, ""ETH-EUR"": {""return_1h_pct"": -0.4348, ""return_4h_pct"": -0.0355}, ""SOL-EUR"": {""return_1h_pct"": -0.2537, ""return_4h_pct"": 0.0577}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 1.2211, ""mae_pct"": -5.0124, ""close_return_pct"": 0.2791, ""bars_used"": 29, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.04353,11.937423384507607,8.853030963802876
MERL-EUR,1790095678.557786,2026-09-22T16:46:37.615241+00:00,BUY_SENT,0.026928,0.025035,0.030713,155.73791231768882,9.459,,,,DELIVERED,0.027008,,,"{""mode"": ""SHADOW_NON_VETO"", ""regime"": ""BROAD_RISK_ON"", ""short_term_phase"": ""MIXED_1H"", ""regime_phase"": ""MIXED_TRANSITION"", ""market_return_1h_pct"": 3.9884, ""market_return_4h_pct"": 7.0578, ""relative_strength_1h_pp"": 3.9884, ""relative_strength_4h_pp"": 6.1705, ""breadth_positive_1h_pct"": 47.65, ""breadth_positive_4h_pct"": 70.89, ""benchmarks"": {""BTC-EUR"": {""return_1h_pct"": -0.3844, ""return_4h_pct"": 0.5225}, ""ETH-EUR"": {""return_1h_pct"": -0.4387, ""return_4h_pct"": -0.1872}, ""SOL-EUR"": {""return_1h_pct"": -0.3637, ""return_4h_pct"": 0.1437}}, ""affects_buy_gate"": false}","{""4"": {""horizon_hours"": 4, ""result"": ""OPEN"", ""mfe_pct"": 4.1332, ""mae_pct"": -2.3247, ""close_return_pct"": -0.6536, ""bars_used"": 39, ""method"": ""closed_5m_bars_after_decision_bar""}}",0.032607,6.219453046300794,7.029857397504452
